Date,Price,Open,High,Low,Vol.,Change %
7/22/2021,1806.5,1805.3,1809.5,1794.0,0.71K,0.12%
7/21/2021,1804.4,1811.2,1814.4,1796.0,1.13K,-0.44%
7/20/2021,1812.3,1813.3,1826.2,1806.7,0.22K,0.12%
7/19/2021,1810.2,1813.6,1817.9,1796.0,0.47K,-0.31%
7/16/2021,1815.9,1831.5,1832.4,1812.0,0.27K,-0.77%
7/15/2021,1829.9,1828.6,1834.5,1822.0,0.18K,0.22%
7/14/2021,1825.9,1806.7,1831.8,1806.0,0.09K,0.83%
7/13/2021,1810.8,1807.6,1817.6,1801.1,0.15K,0.22%
7/12/2021,1806.8,1809.0,1809.7,1793.1,0.19K,-0.26%
7/9/2021,1811.5,1801.0,1813.8,1801.0,0.25K,0.58%
7/8/2021,1801.1,1804.8,1819.9,1796.8,0.26K,-0.11%
7/7/2021,1803,1797.1,1808.9,1797.1,0.15K,0.45%
7/6/2021,1795,1790.7,1814.8,1790.1,0.26K,0.04%
7/5/2021,1794.2,1787.5,1815.7,1784.7,276.60K,0.57%
7/2/2021,1784.1,1785.5,1793.6,1778.5,0.04K,0.37%
7/1/2021,1777.6,1777.5,1782.8,1769.1,0.11K,0.29%
6/30/2021,1772.4,1760.0,1774.9,1756.7,0.08K,0.45%
6/29/2021,1764.5,1764.5,1764.5,1764.5,239.91K,-0.91%
6/28/2021,1780.7,1782.0,1786.1,1770.4,160.79K,0.16%
6/25/2021,1777.8,1775.7,1791.0,1773.6,161.20K,0.06%
6/24/2021,1776.7,1778.2,1788.6,1772.7,152.23K,-0.38%
6/23/2021,1783.4,1779.1,1795.6,1773.1,179.27K,0.34%
6/22/2021,1777.4,1783.2,1790.1,1771.2,172.75K,-0.31%
6/21/2021,1782.9,1764.3,1786.9,1764.1,195.52K,0.79%
6/18/2021,1769,1773.9,1797.9,1761.2,264.61K,-0.33%
6/17/2021,1774.8,1812.3,1826.4,1767.9,385.89K,-4.65%
6/16/2021,1861.4,1861.0,1866.0,1804.4,234.10K,0.27%
6/15/2021,1856.4,1867.8,1870.9,1853.0,155.34K,-0.51%
6/14/2021,1865.9,1879.6,1879.7,1845.7,242.30K,-0.73%
6/11/2021,1879.6,1901.9,1906.2,1876.1,220.46K,-0.89%
6/10/2021,1896.4,1891.4,1903.0,1871.8,250.55K,0.05%
6/9/2021,1895.5,1894.4,1901.7,1889.3,147.33K,0.06%
6/8/2021,1894.4,1901.6,1906.9,1885.7,173.60K,-0.23%
6/7/2021,1898.8,1894.3,1902.9,1883.7,146.02K,0.36%
6/4/2021,1892,1872.7,1899.0,1855.6,228.83K,1.00%
6/3/2021,1873.3,1910.5,1912.3,1866.7,278.58K,-1.92%
6/2/2021,1909.9,1903.0,1911.8,1896.4,166.04K,0.26%
6/1/2021,1905,1906.8,1919.2,1894.5,290.65K,0.00%
5/31/2021,1905,1906.8,1919.2,1894.5,290.65K,-0.02%
5/28/2021,1905.3,1899.8,1908.8,1884.3,198.14K,0.36%
5/27/2021,1898.5,1899.3,1906.5,1890.8,211.79K,-0.20%
5/26/2021,1902.3,1900.5,1914.0,1891.9,2.01K,0.17%
5/25/2021,1899,1882.5,1902.2,1874.3,1.50K,0.72%
5/24/2021,1885.5,1884.3,1888.7,1876.8,0.84K,0.42%
5/21/2021,1877.6,1876.6,1890.9,1871.8,0.78K,-0.28%
5/20/2021,1882.8,1871.1,1885.0,1866.2,0.92K,0.03%
5/19/2021,1882.3,1872.2,1891.9,1853.9,1.01K,0.71%
5/18/2021,1869,1868.3,1876.0,1864.3,0.58K,0.03%
5/17/2021,1868.5,1843.0,1869.7,1843.0,0.39K,1.60%
5/14/2021,1839.1,1827.6,1847.0,1821.9,0.21K,0.77%
5/13/2021,1825,1818.2,1829.6,1814.7,0.14K,0.07%
5/12/2021,1823.7,1838.5,1844.5,1815.1,0.60K,-0.72%
5/11/2021,1837,1837.8,1842.4,1819.5,0.09K,-0.09%
5/10/2021,1838.6,1835.3,1846.6,1834.9,0.28K,0.34%
5/7/2021,1832.4,1816.2,1844.3,1815.8,0.49K,0.86%
5/6/2021,1816.7,1786.6,1817.6,1785.2,0.28K,1.76%
5/5/2021,1785.3,1779.9,1788.0,1775.5,0.11K,0.47%
5/4/2021,1777,1789.4,1799.6,1775.2,0.08K,-0.87%
5/3/2021,1792.6,1774.8,1796.2,1772.9,0.07K,1.36%
4/30/2021,1768.6,1770.7,1772.2,1767.2,0.04K,-0.05%
4/29/2021,1769.4,1769.4,1769.4,1769.4,231.52K,-0.25%
4/28/2021,1773.9,1776.4,1782.7,1761.8,198.58K,-0.28%
4/27/2021,1778.8,1781.1,1785.9,1773.9,147.95K,-0.07%
4/26/2021,1780.1,1776.1,1783.1,1768.2,143.36K,0.13%
4/23/2021,1777.8,1784.0,1796.3,1769.5,175.85K,-0.24%
4/22/2021,1782,1794.5,1798.1,1777.1,163.75K,-0.62%
4/21/2021,1793.1,1779.1,1798.4,1776.6,173.97K,0.83%
4/20/2021,1778.4,1770.5,1780.8,1763.5,169.04K,0.44%
4/19/2021,1770.6,1778.8,1790.4,1766.6,180.73K,-0.54%
4/16/2021,1780.2,1764.8,1784.7,1760.3,173.50K,0.76%
4/15/2021,1766.8,1736.6,1770.6,1734.4,198.14K,1.76%
4/14/2021,1736.3,1746.4,1750.7,1732.3,145.26K,-0.65%
4/13/2021,1747.6,1732.2,1749.5,1723.2,175.59K,0.86%
4/12/2021,1732.7,1744.5,1746.2,1727.0,125.36K,-0.69%
4/9/2021,1744.8,1756.5,1758.2,1730.8,171.40K,-0.76%
4/8/2021,1758.2,1738.6,1759.4,1733.6,144.57K,0.95%
4/7/2021,1741.6,1744.4,1745.4,1731.2,122.80K,-0.08%
4/6/2021,1743,1729.2,1746.7,1728.2,152.60K,0.82%
4/5/2021,1728.8,1730.0,1734.4,1721.6,101.75K,0.02%
4/1/2021,1728.4,1709.0,1732.0,1706.4,170.43K,0.75%
3/31/2021,1715.6,1685.9,1716.3,1677.3,210.77K,1.76%
3/30/2021,1686,1713.0,1714.8,1678.3,225.87K,-1.61%
3/29/2021,1713.6,1732.5,1732.7,1704.9,2.56K,-1.15%
3/26/2021,1733.6,1727.4,1735.9,1721.0,0.62K,0.42%
3/25/2021,1726.3,1735.0,1745.1,1724.0,0.92K,-0.47%
3/24/2021,1734.4,1727.6,1738.5,1724.6,0.27K,0.46%
3/23/2021,1726.4,1740.4,1742.3,1724.6,0.50K,-0.75%
3/22/2021,1739.4,1747.8,1747.8,1728.5,0.36K,-0.20%
3/19/2021,1742.9,1735.2,1745.6,1729.9,0.26K,0.53%
3/18/2021,1733.7,1745.5,1752.6,1719.8,0.25K,0.31%
3/17/2021,1728.4,1732.0,1751.0,1724.6,0.52K,-0.22%
3/16/2021,1732.2,1733.7,1741.3,1726.6,0.37K,0.09%
3/15/2021,1730.6,1729.3,1733.6,1723.1,0.22K,0.55%
3/12/2021,1721.2,1721.3,1727.6,1698.7,0.23K,-0.16%
3/11/2021,1723.9,1725.6,1738.0,1718.4,0.21K,0.03%
3/10/2021,1723.3,1714.3,1725.3,1710.0,0.19K,0.28%
3/9/2021,1718.5,1686.9,1719.1,1685.9,0.15K,2.32%
3/8/2021,1679.6,1703.9,1712.9,1677.2,0.16K,-1.22%
3/5/2021,1700.3,1689.2,1704.5,1686.0,0.10K,-0.12%
3/4/2021,1702.4,1709.5,1720.8,1692.0,0.08K,-0.87%
3/3/2021,1717.3,1732.4,1732.4,1705.0,0.09K,-1.03%
3/2/2021,1735.1,1720.2,1737.3,1707.7,0.06K,0.62%
3/1/2021,1724.4,1739.0,1755.0,1721.1,0.06K,-0.33%
2/26/2021,1730.1,1766.8,1766.8,1720.0,0.15K,-2.63%
2/25/2021,1776.9,1776.9,1776.9,1776.9,316.25K,-1.17%
2/24/2021,1797.9,1805.0,1813.0,1782.2,224.06K,-0.44%
2/23/2021,1805.9,1809.3,1815.2,1794.5,191.15K,-0.14%
2/22/2021,1808.4,1782.0,1812.4,1778.6,221.20K,1.74%
2/19/2021,1777.4,1774.6,1790.9,1759.0,251.78K,0.14%
2/18/2021,1775,1776.0,1788.8,1766.6,224.77K,0.12%
2/17/2021,1772.8,1793.1,1794.2,1767.9,257.34K,-1.46%
2/16/2021,1799,1826.0,1827.1,1788.1,355.92K,0.00%
2/15/2021,1799,1826.0,1827.1,1788.1,355.92K,-1.33%
2/12/2021,1823.2,1825.4,1831.5,1810.1,171.90K,-0.20%
2/11/2021,1826.8,1844.3,1848.6,1821.7,147.02K,-0.86%
2/10/2021,1842.7,1838.3,1856.6,1834.0,176.44K,0.28%
2/9/2021,1837.5,1832.4,1849.5,1830.3,154.39K,0.18%
2/8/2021,1834.2,1818.1,1840.6,1807.3,177.56K,1.17%
2/5/2021,1813,1794.3,1816.0,1792.2,205.76K,1.22%
2/4/2021,1791.2,1834.5,1835.7,1784.6,279.62K,-2.39%
2/3/2021,1835.1,1838.5,1845.9,1830.1,137.23K,0.09%
2/2/2021,1833.4,1863.6,1866.3,1830.4,236.00K,-1.64%
2/1/2021,1863.9,1865.0,1876.0,1851.7,242.05K,0.74%
1/29/2021,1850.3,1845.6,1878.9,1841.2,276.17K,0.49%
1/28/2021,1841.2,1847.2,1867.0,1835.6,277.59K,-0.30%
1/27/2021,1846.8,1851.2,1852.3,1831.0,1.93K,-0.32%
1/26/2021,1852.8,1856.0,1862.1,1849.0,0.81K,-0.22%
1/25/2021,1856.9,1856.4,1868.4,1848.0,0.99K,-0.05%
1/22/2021,1857.9,1871.2,1872.2,1837.9,1.06K,-0.51%
1/21/2021,1867.5,1873.0,1876.6,1859.9,0.73K,-0.05%
1/20/2021,1868.5,1841.7,1873.0,1835.4,0.62K,1.44%
1/19/2021,1842,1830.6,1846.0,1804.2,0.40K,0.10%
1/18/2021,1840.2,1828.8,1845.0,1800.8,331.59K,0.46%
1/15/2021,1831.7,1855.0,1856.6,1825.3,0.38K,-1.17%
1/14/2021,1853.3,1848.1,1857.2,1834.8,0.16K,-0.19%
1/13/2021,1856.8,1860.0,1864.3,1845.0,0.26K,0.58%
1/12/2021,1846.1,1849.3,1865.4,1839.7,0.20K,-0.36%
1/11/2021,1852.7,1851.2,1854.6,1822.0,0.15K,0.84%
1/8/2021,1837.3,1911.2,1913.8,1831.4,0.93K,-4.09%
1/7/2021,1915.6,1924.2,1928.8,1912.0,0.23K,0.27%
1/6/2021,1910.4,1957.4,1961.4,1905.5,0.48K,-2.37%
1/5/2021,1956.7,1945.5,1957.3,1943.5,0.17K,0.40%
1/4/2021,1949,1917.8,1949.9,1917.8,0.28K,2.72%
12/31/2020,1897.3,1899.8,1899.8,1899.0,0.00K,0.09%
12/30/2020,1895.6,1895.6,1895.6,1895.6,133.66K,0.67%
12/29/2020,1882.9,1878.0,1891.3,1875.6,149.27K,0.13%
12/28/2020,1880.4,1887.0,1904.1,1873.0,196.76K,-0.15%
12/24/2020,1883.2,1877.3,1887.4,1873.1,89.41K,0.27%
12/23/2020,1878.1,1865.6,1883.7,1860.9,162.54K,0.42%
12/22/2020,1870.3,1883.0,1889.4,1863.7,176.02K,-0.66%
12/21/2020,1882.8,1892.9,1912.0,1859.0,232.05K,-0.32%
12/18/2020,1888.9,1891.3,1895.7,1881.9,153.23K,-0.08%
12/17/2020,1890.4,1868.4,1902.0,1865.9,219.87K,1.68%
12/16/2020,1859.1,1857.7,1870.0,1848.2,199.68K,0.20%
12/15/2020,1855.3,1830.5,1859.3,1828.5,173.61K,1.27%
12/14/2020,1832.1,1845.0,1845.6,1820.0,168.49K,-0.62%
12/11/2020,1843.6,1840.0,1851.8,1826.8,153.80K,0.34%
12/10/2020,1837.4,1843.0,1854.2,1831.5,164.80K,-0.06%
12/9/2020,1838.5,1875.4,1875.9,1828.2,219.59K,-1.94%
12/8/2020,1874.9,1866.1,1879.8,1863.9,151.79K,0.48%
12/7/2020,1866,1841.1,1873.0,1824.8,209.04K,1.41%
12/4/2020,1840,1844.7,1852.7,1832.0,171.26K,-0.06%
12/3/2020,1841.1,1833.9,1847.4,1826.7,180.36K,0.60%
12/2/2020,1830.2,1819.1,1835.7,1810.5,185.32K,0.62%
12/1/2020,1818.9,1780.3,1821.1,1778.4,203.65K,2.13%
11/30/2020,1780.9,1790.8,1793.3,1767.2,242.73K,-0.40%
11/27/2020,1788.1,1812.1,1822.6,1776.5,282.35K,0.00%
11/26/2020,1788.1,1812.1,1822.6,1776.5,282.35K,-1.14%
11/25/2020,1808.8,1809.8,1818.6,1803.0,1.49K,0.04%
11/24/2020,1808.1,1839.0,1840.2,1801.1,1.28K,-1.81%
11/23/2020,1841.5,1872.9,1877.5,1832.0,0.71K,-1.82%
11/20/2020,1875.7,1862.9,1881.5,1862.9,0.17K,0.58%
11/19/2020,1864.8,1874.8,1875.0,1854.5,0.60K,-0.66%
11/18/2020,1877.1,1884.5,1887.0,1866.6,0.30K,-0.62%
11/17/2020,1888.8,1891.2,1894.0,1884.3,0.07K,-0.14%
11/16/2020,1891.5,1891.5,1902.0,1867.2,0.42K,0.04%
11/13/2020,1890.7,1881.5,1898.4,1881.0,0.11K,0.69%
11/12/2020,1877.8,1869.0,1885.7,1866.5,0.24K,0.62%
11/11/2020,1866.2,1880.5,1884.7,1860.0,0.54K,-0.80%
11/10/2020,1881.2,1865.2,1890.4,1865.2,0.20K,1.13%
11/9/2020,1860.1,1960.0,1963.4,1856.0,3.76K,-4.87%
11/6/2020,1955.3,1948.1,1964.2,1941.9,0.04K,0.26%
11/5/2020,1950.2,1909.8,1950.4,1909.8,0.05K,2.66%
11/4/2020,1899.7,1899.3,1908.9,1899.3,0.02K,-0.75%
11/3/2020,1914,1911.6,1913.9,1911.5,0.02K,0.97%
11/2/2020,1895.7,1891.0,1891.0,1891.0,0.00K,0.65%
10/30/2020,1883.5,1874.8,1885.6,1874.8,0.00K,0.64%
10/29/2020,1871.6,1871.6,1871.6,1871.6,225.16K,-0.40%
10/28/2020,1879.2,1909.8,1912.6,1869.1,297.09K,-1.71%
10/27/2020,1911.9,1904.4,1913.8,1898.7,153.30K,0.33%
10/26/2020,1905.7,1906.0,1911.1,1892.5,166.31K,0.03%
10/23/2020,1905.2,1906.5,1917.3,1895.2,172.96K,0.03%
10/22/2020,1904.6,1927.4,1929.4,1894.2,215.58K,-1.29%
10/21/2020,1929.5,1911.6,1936.0,1911.6,201.27K,0.74%
10/20/2020,1915.4,1906.4,1917.6,1896.6,163.91K,0.19%
10/19/2020,1911.7,1903.2,1923.4,1900.2,159.85K,0.28%
10/16/2020,1906.4,1912.7,1918.7,1901.1,146.91K,-0.13%
10/15/2020,1908.9,1906.0,1913.2,1892.7,213.57K,0.08%
10/14/2020,1907.3,1895.4,1917.5,1885.0,188.30K,0.67%
10/13/2020,1894.6,1927.3,1930.6,1889.3,267.54K,-1.78%
10/12/2020,1928.9,1935.0,1939.4,1923.8,157.21K,0.14%
10/9/2020,1926.2,1898.4,1936.8,1898.0,229.85K,1.64%
10/8/2020,1895.1,1890.6,1905.3,1885.3,185.45K,0.23%
10/7/2020,1890.8,1882.6,1902.4,1877.1,188.59K,-0.94%
10/6/2020,1908.8,1917.8,1927.0,1878.2,219.44K,-0.59%
10/5/2020,1920.1,1910.9,1924.9,1891.2,177.59K,0.66%
10/2/2020,1907.6,1911.0,1923.6,1895.2,212.73K,-0.45%
10/1/2020,1916.3,1891.2,1917.9,1890.0,262.09K,1.10%
9/30/2020,1895.5,1903.2,1908.2,1885.8,259.87K,-0.40%
9/29/2020,1903.2,1886.4,1904.8,1880.8,217.80K,1.36%
9/28/2020,1877.6,1860.4,1882.6,1848.0,0.88K,0.83%
9/25/2020,1862.2,1868.0,1873.7,1851.0,0.32K,-0.58%
9/24/2020,1873,1863.5,1876.1,1850.0,0.37K,0.46%
9/23/2020,1864.5,1898.0,1904.7,1855.0,0.25K,-2.04%
9/22/2020,1903.4,1916.2,1920.1,1896.8,0.30K,-0.15%
9/21/2020,1906.2,1954.8,1956.3,1887.2,0.21K,-2.62%
9/18/2020,1957.5,1948.2,1961.8,1948.2,0.03K,0.62%
9/17/2020,1945.4,1962.5,1964.2,1935.0,0.12K,-1.06%
9/16/2020,1966.2,1958.9,1973.1,1955.8,0.09K,0.22%
9/15/2020,1961.9,1968.0,1975.0,1955.2,0.07K,0.16%
9/14/2020,1958.8,1943.4,1964.3,1943.4,0.11K,0.80%
9/11/2020,1943.3,1948.2,1954.3,1943.7,0.01K,-0.84%
9/10/2020,1959.7,1951.3,1966.8,1946.6,0.08K,0.48%
9/9/2020,1950.4,1933.6,1953.7,1929.2,0.07K,0.56%
9/8/2020,1939.5,1937.4,1937.4,1909.0,0.04K,-0.19%
9/7/2020,1943.2,1938.0,1948.3,1911.7,416.01K,0.65%
9/4/2020,1930.6,1936.2,1950.0,1920.0,0.04K,-0.17%
9/3/2020,1933.8,1939.2,1945.5,1925.0,0.03K,-0.36%
9/2/2020,1940.8,1966.3,1966.3,1940.4,0.01K,-1.72%
9/1/2020,1974.8,1977.4,1978.7,1970.2,0.01K,0.02%
8/31/2020,1974.5,1977.7,1977.7,1977.7,0.00K,0.19%
8/28/2020,1970.8,1970.8,1970.8,1970.8,334.10K,2.38%
8/27/2020,1925,1955.5,1978.5,1907.4,17.61K,-0.98%
8/26/2020,1944.1,1930.5,1955.5,1901.4,18.33K,1.49%
8/25/2020,1915.6,1927.8,1935.8,1912.0,10.78K,-0.82%
8/24/2020,1931.5,1938.9,1961.9,1923.0,10.99K,-0.35%
8/21/2020,1938.3,1946.7,1954.8,1909.6,15.21K,0.00%
8/20/2020,1938.3,1927.5,1955.7,1922.6,16.99K,-1.28%
8/19/2020,1963.5,2002.6,2007.0,1923.7,19.96K,-2.06%
8/18/2020,2004.8,1984.9,2016.6,1977.1,16.07K,0.75%
8/17/2020,1989.9,1948.2,1992.0,1931.7,13.14K,2.45%
8/14/2020,1942.3,1954.5,1961.5,1932.0,10.24K,-1.00%
8/13/2020,1961.9,1918.1,1966.3,1914.9,11.69K,1.10%
8/12/2020,1940.5,1912.7,1952.3,1865.0,21.92K,0.08%
8/11/2020,1938.9,2029.0,2031.0,1903.2,32.06K,-4.50%
8/10/2020,2030.3,2034.5,2050.9,2018.9,12.56K,0.61%
8/7/2020,2018,2065.1,2078.0,2015.0,25.62K,-1.96%
8/6/2020,2058.4,2042.6,2070.0,2037.2,18.31K,1.05%
8/5/2020,2037.1,2024.7,2057.5,2015.5,24.46K,1.42%
8/4/2020,2008.5,1981.7,2025.0,1971.0,17.11K,1.71%
8/3/2020,1974.7,1985.2,1997.0,1963.5,11.86K,0.04%
7/31/2020,1973.9,1961.0,1992.4,1960.0,14.53K,0.96%
7/30/2020,1955.2,1974.3,1976.0,1941.7,21.32K,-0.21%
7/29/2020,1959.4,1956.0,1980.6,1940.3,5.75K,0.49%
7/28/2020,1949.9,1942.0,1980.1,1905.9,5.68K,0.71%
7/27/2020,1936.2,1905.0,1946.3,1903.6,1.87K,1.77%
7/24/2020,1902.5,1889.6,1910.2,1886.5,1.78K,0.41%
7/23/2020,1894.8,1877.5,1903.6,1868.2,1.31K,1.33%
7/22/2020,1869.9,1846.0,1876.5,1846.0,1.44K,1.15%
7/21/2020,1848.7,1823.6,1849.4,1822.5,0.54K,1.45%
7/20/2020,1822.2,1817.3,1828.2,1812.9,0.32K,0.34%
7/17/2020,1816,1803.1,1818.1,1803.0,0.10K,0.54%
7/16/2020,1806.3,1820.4,1821.8,1800.6,0.21K,-0.78%
7/15/2020,1820.5,1819.0,1823.4,1811.7,0.13K,0.04%
7/14/2020,1819.8,1811.5,1820.5,1800.2,0.11K,-0.05%
7/13/2020,1820.8,1810.6,1825.6,1810.6,0.11K,0.67%
7/10/2020,1808.6,1815.5,1822.5,1804.0,0.12K,-0.12%
7/9/2020,1810.7,1826.5,1831.7,1807.5,0.15K,-0.87%
7/8/2020,1826.5,1813.6,1833.0,1812.0,0.29K,0.59%
7/7/2020,1815.8,1801.9,1815.9,1787.6,0.15K,0.93%
7/6/2020,1799,1793.7,1801.6,1788.6,0.11K,0.31%
7/3/2020,1793.5,1787.9,1799.0,1779.2,184.65K,-0.13%
7/2/2020,1795.8,1780.0,1797.5,1773.1,0.03K,0.55%
7/1/2020,1785.9,1803.3,1813.1,1773.7,0.17K,-1.07%
6/30/2020,1805.2,1788.1,1806.0,1788.0,0.07K,1.08%
6/29/2020,1785.9,1785.9,1785.9,1785.9,130.51K,0.31%
6/26/2020,1780.3,1774.8,1786.2,1754.0,201.23K,0.55%
6/25/2020,1770.6,1772.3,1779.6,1764.1,152.20K,-0.25%
6/24/2020,1775.1,1784.4,1796.1,1770.6,239.53K,-0.39%
6/23/2020,1782,1764.9,1786.8,1758.3,194.68K,0.88%
6/22/2020,1766.4,1765.8,1779.0,1753.5,228.68K,0.76%
6/19/2020,1753,1729.8,1760.9,1728.3,181.15K,1.27%
6/18/2020,1731.1,1735.5,1749.2,1722.7,155.91K,-0.26%
6/17/2020,1735.6,1735.3,1739.3,1717.3,140.07K,-0.05%
6/16/2020,1736.5,1732.3,1741.3,1721.8,182.42K,0.54%
6/15/2020,1727.2,1740.7,1743.8,1706.2,200.23K,-0.58%
6/12/2020,1737.3,1733.6,1753.0,1728.2,151.40K,-0.14%
6/11/2020,1739.8,1746.6,1754.9,1727.5,205.35K,1.11%
6/10/2020,1720.7,1718.9,1749.4,1714.1,198.76K,-0.07%
6/9/2020,1721.9,1703.9,1729.4,1697.6,182.91K,0.99%
6/8/2020,1705.1,1686.7,1707.6,1680.7,154.77K,1.31%
6/5/2020,1683,1720.8,1723.2,1671.7,273.68K,-2.57%
6/4/2020,1727.4,1702.8,1729.0,1698.9,198.72K,1.33%
6/3/2020,1704.8,1733.7,1738.9,1690.3,256.52K,-1.68%
6/2/2020,1734,1750.3,1757.0,1728.0,175.35K,-0.93%
6/1/2020,1750.3,1749.8,1761.0,1737.6,146.13K,-0.08%
5/29/2020,1751.7,1732.7,1754.5,1725.3,150.11K,1.35%
5/28/2020,1728.3,1725.0,1743.7,1720.0,164.82K,0.54%
5/27/2020,1719.1,1717.2,1721.7,1693.1,3.06K,0.10%
5/26/2020,1717.3,1739.8,1745.6,1711.3,3.44K,0.69%
5/25/2020,1705.6,1734.8,1737.2,1700.0,313.17K,-2.22%
5/22/2020,1744.3,1732.2,1748.9,1731.1,0.46K,0.87%
5/21/2020,1729.2,1757.4,1757.4,1723.4,0.56K,-1.68%
5/20/2020,1758.7,1756.2,1763.0,1751.6,0.20K,0.41%
5/19/2020,1751.6,1742.9,1756.2,1733.5,0.27K,0.69%
5/18/2020,1739.6,1766.9,1780.0,1737.2,0.41K,-1.24%
5/15/2020,1761.5,1748.2,1765.3,1743.5,0.18K,0.88%
5/14/2020,1746.1,1728.4,1749.0,1724.3,0.07K,1.42%
5/13/2020,1721.6,1710.0,1728.4,1707.0,0.08K,0.48%
5/12/2020,1713.4,1706.2,1721.2,1704.5,0.05K,0.52%
5/11/2020,1704.6,1714.2,1717.2,1700.2,0.37K,-0.86%
5/8/2020,1719.3,1735.8,1738.6,1712.6,0.12K,-0.62%
5/7/2020,1730,1698.4,1736.6,1698.4,0.17K,2.20%
5/6/2020,1692.7,1717.2,1717.6,1691.0,0.06K,-1.30%
5/5/2020,1715,1708.3,1717.6,1703.8,0.07K,-0.13%
5/4/2020,1717.2,1710.9,1725.8,1710.9,0.07K,0.75%
5/1/2020,1704.4,1697.1,1713.5,1682.7,0.10K,0.43%
4/30/2020,1697.1,1737.7,1737.9,1695.0,0.04K,-1.12%
4/29/2020,1716.3,1716.3,1716.3,1716.3,159.60K,-0.34%
4/28/2020,1722.2,1724.4,1731.9,1704.1,171.34K,-0.09%
4/27/2020,1723.8,1745.0,1745.8,1720.0,146.64K,-0.68%
4/24/2020,1735.6,1753.0,1760.2,1725.4,180.24K,-0.56%
4/23/2020,1745.4,1736.5,1764.2,1730.6,201.88K,0.41%
4/22/2020,1738.3,1703.1,1742.4,1695.4,193.73K,2.99%
4/21/2020,1687.8,1713.3,1718.0,1666.2,248.63K,-1.37%
4/20/2020,1711.2,1693.0,1718.4,1685.0,186.91K,0.73%
4/17/2020,1698.8,1738.5,1738.8,1691.2,227.07K,-1.90%
4/16/2020,1731.7,1743.5,1768.0,1722.6,204.23K,-0.49%
4/15/2020,1740.2,1758.1,1759.8,1731.6,186.70K,-1.62%
4/14/2020,1768.9,1761.5,1788.8,1747.1,241.19K,0.43%
4/13/2020,1761.4,1742.3,1772.8,1724.2,166.89K,0.49%
4/9/2020,1752.8,1680.5,1754.5,1676.5,218.80K,4.07%
4/8/2020,1684.3,1678.7,1695.8,1670.7,125.33K,0.04%
4/7/2020,1683.7,1707.1,1742.6,1672.0,204.50K,-0.60%
4/6/2020,1693.9,1647.7,1715.8,1638.2,192.75K,2.93%
4/3/2020,1645.7,1635.3,1652.8,1624.4,139.61K,0.49%
4/2/2020,1637.7,1602.4,1645.6,1595.2,167.71K,2.91%
4/1/2020,1591.4,1589.4,1612.4,1576.0,164.48K,-0.33%
3/31/2020,1596.6,1643.4,1645.6,1588.2,176.55K,-2.84%
3/30/2020,1643.2,1663.4,1673.6,1632.0,157.37K,0.12%
3/27/2020,1641.3,1649.9,1653.1,1629.6,3.03K,-0.89%
3/26/2020,1656,1638.8,1674.5,1613.6,1.58K,1.19%
3/25/2020,1636.6,1680.0,1696.3,1613.0,1.10K,-1.65%
3/24/2020,1664,1564.6,1692.7,1564.6,2.64K,5.97%
3/23/2020,1570.2,1509.4,1572.2,1488.0,1.30K,5.63%
3/20/2020,1486.5,1476.1,1520.7,1458.0,1.22K,0.35%
3/19/2020,1481.3,1476.9,1501.2,1468.1,0.49K,0.13%
3/18/2020,1479.4,1546.1,1546.2,1475.0,0.59K,-3.13%
3/17/2020,1527.2,1502.5,1554.8,1470.0,0.45K,2.66%
3/16/2020,1487.6,1573.6,1573.8,1453.6,1.11K,-2.02%
3/13/2020,1518.2,1576.9,1597.6,1511.4,0.90K,-4.64%
3/12/2020,1592.1,1643.0,1650.0,1563.4,1.13K,-3.16%
3/11/2020,1644.1,1651.7,1672.8,1635.8,0.24K,-1.08%
3/10/2020,1662,1670.7,1672.4,1648.0,0.68K,-0.92%
3/9/2020,1677.4,1691.0,1704.3,1663.6,0.45K,0.19%
3/6/2020,1674.3,1674.2,1692.3,1648.5,0.41K,0.26%
3/5/2020,1670,1642.7,1677.0,1639.8,0.19K,1.51%
3/4/2020,1645.2,1646.5,1652.4,1635.5,0.21K,-0.09%
3/3/2020,1646.6,1596.2,1651.4,1596.2,0.14K,3.10%
3/2/2020,1597.1,1593.8,1611.0,1580.0,0.05K,1.77%
2/28/2020,1569.3,1626.1,1630.9,1569.1,0.03K,-4.62%
2/27/2020,1645.3,1645.3,1645.3,1645.3,573.29K,0.13%
2/26/2020,1643.1,1637.3,1657.1,1626.6,531.90K,-0.42%
2/25/2020,1650,1661.8,1666.7,1627.0,672.76K,-1.59%
2/24/2020,1676.6,1656.0,1691.7,1652.8,680.82K,1.69%
2/21/2020,1648.8,1623.6,1652.1,1621.6,489.19K,1.75%
2/20/2020,1620.5,1615.0,1626.5,1606.6,403.04K,0.54%
2/19/2020,1611.8,1604.8,1615.9,1602.4,307.89K,0.51%
2/18/2020,1603.6,1585.1,1608.2,1581.8,414.24K,0.00%
2/17/2020,1603.6,1585.1,1608.2,1581.8,414.24K,1.08%
2/14/2020,1586.4,1579.0,1588.2,1576.0,227.11K,0.48%
2/13/2020,1578.8,1569.8,1581.7,1568.5,276.25K,0.46%
2/12/2020,1571.6,1571.2,1573.6,1564.4,189.55K,0.10%
2/11/2020,1570.1,1575.5,1577.5,1565.2,231.83K,-0.60%
2/10/2020,1579.5,1575.8,1580.5,1571.5,191.75K,0.39%
